Group-Name,Group-ID,In/Out,Protocol,Port,Source/Destination
,,,tcp,17444,0.0.0.0/0
,,,tcp,17449,10.57.129.160/32
,,Outbound
,,,All,All,0.0.0.0/0
edwards-test-exch-security-groups-AsgClientSecurityGroup-1FVDSZKSOZFXA,sg-0231cd1de8b4106e6
,,Inbound
,,,tcp,80,0.0.0.0/0
,,,tcp,443,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
launch-wizard-28,sg-02415f874f0bcdb3b
,,Inbound
,,,tcp,22,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
default,sg-0256daa12b89df64d
,,Inbound
,,,All,All,sg-0256daa12b89df64d
,,Outbound
,,,All,All,0.0.0.0/0
SG-PD-BMSAPP-new,sg-0259d4ec38d39321c
,,Inbound
,,,tcp,27009,10.39.48.31/32
,,,tcp,27009,10.39.48.32/28
,,,tcp,27009,10.39.48.191/32
,,,tcp,27009,10.39.48.192/28
,,,tcp,502,10.39.48.31/32
,,,tcp,502,10.39.48.32/28
,,,tcp,502,10.39.48.191/32
,,,tcp,502,10.39.48.192/28
,,,tcp,8888,10.39.48.31/32
,,,tcp,8888,10.39.48.32/28
,,,tcp,8888,10.39.48.191/32
,,,tcp,8888,10.39.48.192/28
,,,tcp,7001,10.39.48.31/32
,,,tcp,7001,10.39.48.32/28
,,,tcp,7001,10.39.48.191/32
,,,tcp,7001,10.39.48.192/28
,,,tcp,65535,10.39.48.31/32
,,,tcp,65535,10.39.48.32/28
,,,tcp,65535,10.39.48.191/32
,,,tcp,65535,10.39.48.192/28
,,,tcp,33478,10.39.48.31/32
,,,tcp,33478,10.39.48.32/28
,,,tcp,33478,10.39.48.191/32
,,,tcp,33478,10.39.48.192/28
,,Outbound
,,,All,All,0.0.0.0/0
SG-TS-TOPPWEB,sg-0289c37d
,,Inbound
,,,tcp,9091,10.0.0.0/8
,,,tcp,9090,10.0.0.0/8
,,,tcp,8082,10.0.0.0/8
,,,tcp,8172,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-PD-BMS-APP,sg-02aa6c19f59361905
,,Inbound
,,Outbound
,,,All,All,0.0.0.0/0
nfox-tmp,sg-02ae027b
,,Inbound
,,,tcp,3389,207.38.43.28/32
,,Outbound
,,,All,All,0.0.0.0/0
bubble-test,sg-02d14479
,,Inbound
,,Outbound
,,,All,All,0.0.0.0/0
AWORFASCLS01-InternalSecurityGroup,sg-030af1be1edfc89ec
,,Inbound
,,,All,All,sg-030af1be1edfc89ec
,,Outbound
,,,All,All,sg-030af1be1edfc89ec
SG-SS-JDE-MobileApps,sg-030d4879
,,Inbound
,,,tcp,7445,0.0.0.0/0
,,,tcp,7444,0.0.0.0/0
,,,tcp,7447,0.0.0.0/0
,,,tcp,7446,0.0.0.0/0
,,,tcp,7443,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
TaniumDev-TaniumModuleServerSG-1X1M965FUJPE0-SecurityGroup-ICIPD1U65P38,sg-032884c7395ceb81e
,,Inbound
,,,tcp,17444,0.0.0.0/0
,,,tcp,22,0.0.0.0/0
,,,tcp,17477,sg-0a3f61872963f5645
,,,tcp,17443,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
default,sg-035562c6d19f49499
,,Inbound
,,,All,All,sg-035562c6d19f49499
,,Outbound
,,,All,All,0.0.0.0/0
launch-wizard-17,sg-0359da78
,,Inbound
,,,tcp,22,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
d-926720da8e_controllers,sg-0384e57b
,,Inbound
,,,All,All,sg-0384e57b
,,Outbound
,,,All,All,0.0.0.0/0
SG-TS-Port 9389,sg-03a5e472
,,Inbound
,,,tcp,9389,10.57.96.0/19
,,Outbound
,,,All,All,0.0.0.0/0
test-test,sg-03e9503c845b57d29
,,Inbound
,,,tcp,9091,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SS-WG-ONICA,sg-040108600474e96a9
,,Inbound
,,,All,All,0.0.0.0/0
,,,All,All,::/0
,,Outbound
,,,All,All,0.0.0.0/0
SG-SS-GDR-EFS,sg-040955c7a3036b21c
,,Inbound
,,,tcp,111,sg-040955c7a3036b21c
,,,udp,111,sg-040955c7a3036b21c
,,,tcp,2049,sg-040955c7a3036b21c
,,Outbound
,,,All,All,0.0.0.0/0
SG-TS-MGMT-HTTP-HTTPS-SSH-IN,sg-0415807b4db867009
,,Inbound
,,,tcp,80,10.0.0.0/8
,,,tcp,22,10.0.0.0/8
,,,tcp,443,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
edwards-test-exch-security-groups-AsgSecurityGroup-37JKUK25W7UG,sg-0436ce647bee7df61
,,Inbound
,,,tcp,80,0.0.0.0/0
,,,tcp,80,sg-08f257c3088bbd7ff
,,,tcp,22,10.57.143.221/32
,,,tcp,443,0.0.0.0/0
,,,tcp,443,sg-08f257c3088bbd7ff
,,Outbound
,,,All,All,0.0.0.0/0
CloudEndure Replicator Security Group,sg-045fcf9d272536879
,,Inbound
,,,tcp,1500,0.0.0.0/0
,,Outbound
,,,tcp,80,0.0.0.0/0
,,,udp,53,0.0.0.0/0
,,,tcp,443,0.0.0.0/0
SG-LIMS-APP,sg-046f7463
,,Inbound
,,,All,All,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-PD-BMSAPP-2,sg-04c00962967b1b8f3
,,Inbound
,,,tcp,48808,10.39.48.31/32
,,,tcp,48808,10.39.48.32/28
,,,tcp,48808,10.39.48.191/32
,,,tcp,48808,10.39.48.192/28
,,,tcp,4444,10.39.48.31/32
,,,tcp,4444,10.39.48.32/28
,,,tcp,4444,10.39.48.191/32
,,,tcp,4444,10.39.48.192/28
,,,tcp,1628,10.39.48.31/32
,,,tcp,1628,10.39.48.32/28
,,,tcp,1628,10.39.48.191/32
,,,tcp,1628,10.39.48.192/28
,,Outbound
,,,All,All,0.0.0.0/0
edwards-prod-ibcm-security-groups-AsgSecurityGroup-JSHYC35KHUHZ,sg-04de695c298d02fba
,,Inbound
,,,tcp,80,0.0.0.0/0
,,,tcp,80,sg-0989d223f9e18d284
,,,tcp,8080,0.0.0.0/0
,,,tcp,4248,0.0.0.0/0
,,,tcp,4248,sg-0989d223f9e18d284
,,,tcp,4244,0.0.0.0/0
,,,tcp,4244,sg-0989d223f9e18d284
,,,tcp,443,0.0.0.0/0
,,,tcp,443,sg-0989d223f9e18d284
,,Outbound
,,,All,All,0.0.0.0/0
SG-TEST-ALLOW-PORT-1433,sg-059a15c6e9729c3de
,,Inbound
,,,tcp,1433,10.57.0.201/32
,,,tcp,1433,10.57.1.194/32
,,,tcp,1433,10.57.128.231/32
,,,tcp,1433,10.57.129.19/32
,,,tcp,1433,10.57.131.151/32
,,,tcp,1433,10.57.30.227/32
,,,tcp,1433,10.57.68.110/32
,,,tcp,1433,10.57.8.244/32
,,,tcp,1433,10.57.9.61/32
,,,tcp,1433,10.57.26.113/32
,,,tcp,1433,10.48.130.121/32
,,,tcp,1433,10.57.134.68/32
,,,tcp,1433,10.57.14.220/32
,,,tcp,1433,10.57.30.226/32
,,,tcp,1433,10.57.8.96/32
,,Outbound
,,,All,All,0.0.0.0/0
SG-QLK-NPrinting17-DEV,sg-05d1774bd6ad1c3c9
,,Inbound
,,,tcp,5672,10.0.0.0/8
,,,tcp,4996,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
AWOR-PDPXPDB,sg-069b06e37fad8b4db
,,Inbound
,,,All,All,10.0.0.0/8
,,,All,All,sg-069b06e37fad8b4db
,,Outbound
,,,All,All,0.0.0.0/0
TC_SSH_IN,sg-06b8c679
,,Inbound
,,,tcp,22,10.0.0.0/8
,,,tcp,443,10.51.0.0/16
,,,tcp,443,10.250.0.0/16
,,,icmp,N/A,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
AWSI-PDSBMAPP01-INTERNET,sg-07290f95ecb5e934a
,,Inbound
,,,tcp,10000,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
Tibco,sg-07761660
,,Inbound
,,,All,All,10.0.0.0/8
,,,All,All,207.38.43.30/32
,,,All,All,207.38.43.29/32
,,,All,All,sg-07761660
,,,tcp,22,207.38.43.30/32
,,Outbound
,,,All,All,0.0.0.0/0
SG-PD-BMSAPP,sg-07811e6880beb0325
,,Inbound
,,,tcp,47808,10.39.0.0/24
,,,tcp,27009,10.39.0.0/24
,,,tcp,502,10.39.0.0/24
,,,tcp,8888,10.39.0.0/24
,,,tcp,7001,10.39.0.0/24
,,,tcp,4444,10.39.0.0/24
,,,tcp,65535,10.39.0.0/24
,,,tcp,33487,10.39.0.0/24
,,,tcp,1628,10.39.0.0/24
,,Outbound
,,,All,All,0.0.0.0/0
SG-SS-MGMT-RDPSSH-IN,sg-07b809e10037c64df
,,Inbound
,,,tcp,22,10.0.0.0/8
,,,tcp,3389,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-Version10-mcFR91mC-NetAppExternalSecurityGroup-1KCQTM33VXAC,sg-07d64ccf43e470aea
,,Inbound
,,,tcp,80,0.0.0.0/0
,,,tcp,749,0.0.0.0/0
,,,tcp,4046,0.0.0.0/0
,,,tcp,3260,0.0.0.0/0
,,,tcp,445,0.0.0.0/0
,,,tcp,443,0.0.0.0/0
,,,icmp,N/A,0.0.0.0/0
,,,udp,4049,0.0.0.0/0
,,,tcp,2049,0.0.0.0/0
,,,udp,635,0.0.0.0/0
,,,udp,162,0.0.0.0/0
,,,udp,4046,0.0.0.0/0
,,,tcp,635,0.0.0.0/0
,,,tcp,162,0.0.0.0/0
,,,tcp,22,0.0.0.0/0
,,,tcp,11105,0.0.0.0/0
,,,tcp,10000,0.0.0.0/0
,,,udp,2049,0.0.0.0/0
,,,tcp,139,0.0.0.0/0
,,,tcp,111,0.0.0.0/0
,,,udp,111,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
SG-DV-MGMT-PAN-INTERNETACCESS-ALLOWALL,sg-07ed367e
,,Inbound
,,,All,All,10.57.64.0/19
,,Outbound
,,,All,All,0.0.0.0/0
SG-DMZ-SCCM-IBCM,sg-0873bcdf8be51ed26
,,Inbound
,,,tcp,8531,sg-0989d223f9e18d284
,,,tcp,443,sg-0989d223f9e18d284
,,Outbound
,,,All,All,0.0.0.0/0
SG-SS-MGMT-PAN-SSH-HTTPS-INTERNAL,sg-08e10f8d88dc31cee
,,Inbound
,,,tcp,22,10.0.0.0/8
,,,tcp,443,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
edwards-test-exch-security-groups-FeServerSecurityGroup-1CM0TETOXVWKJ,sg-08f257c3088bbd7ff
,,Inbound
,,,tcp,80,10.0.0.0/8
,,,tcp,443,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
d-92672dcb70_controllers,sg-09046bb08fed0221a
,,Inbound
,,,All,All,sg-09046bb08fed0221a
,,Outbound
,,,All,All,0.0.0.0/0
SG-DV-JDE-PRIVATE,sg-090b376f
,,Inbound
,,Outbound
ELB-HTTP port 8088 only,sg-090f8f70
,,Inbound
,,,tcp,8088,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
edwards-prod-ibcm-security-groups-AsgClientSecurityGroup-1XLT7HQBL8Y9W,sg-091eb1664c5b76ab9
,,Inbound
,,,tcp,80,0.0.0.0/0
,,,tcp,443,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
SG-PD-DC,sg-0952f383a72da919d
,,Inbound
,,,udp,445,10.0.0.0/8
,,,udp,138,10.0.0.0/8
,,,udp,464,10.0.0.0/8
,,,tcp,464,10.0.0.0/8
,,,udp,135,10.0.0.0/8
,,,tcp,5722,10.0.0.0/8
,,,tcp,65535,10.0.0.0/8
,,,udp,389,10.0.0.0/8
,,,udp,53,10.0.0.0/8
,,,tcp,389,10.0.0.0/8
,,,tcp,3389,10.57.2.158/32
,,,tcp,3389,10.57.23.205/32
,,,tcp,3389,10.57.27.49/32
,,,tcp,3389,10.57.8.184/32
,,,tcp,445,10.0.0.0/8
,,,icmp,N/A,10.0.0.0/8
,,,tcp,9389,10.0.0.0/8
,,,tcp,3268,10.0.0.0/8
,,,tcp,123,10.0.0.0/8
,,,tcp,139,10.0.0.0/8
,,,tcp,135,10.0.0.0/8
,,,tcp,636,10.0.0.0/8
,,,tcp,3269,10.0.0.0/8
,,,tcp,53,10.0.0.0/8
,,,udp,88,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
edwards-prod-ibcm-security-groups-FeServerSecurityGroup-O8Z64A1FSHY0,sg-0989d223f9e18d284
,,Inbound
,,,tcp,80,10.0.0.0/8
,,,tcp,4248,10.0.0.0/8
,,,tcp,4244,10.0.0.0/8
,,,tcp,443,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-SS-EFS-ONPREM,sg-09930d72
,,Inbound
,,,All,All,10.48.15.124/32
,,,tcp,111,10.48.15.124/32
,,,udp,111,10.48.15.124/32
,,,tcp,2049,10.48.15.124/32
,,Outbound
,,,All,All,10.48.15.124/32
SG-DV-PLM-MSSQL,sg-099ee170
,,Inbound
,,,tcp,1433,10.0.0.0/8
,,Outbound
SG-SS-NETSKOPE-SYSLOG,sg-09f0db68ce2820ffc
,,Inbound
,,,udp,514,10.0.0.0/8
,,Outbound
TaniumProd-Database-HLN8DUE6M5YJ-SecurityGroup-1BCPSHLZT38U5,sg-09f85f412eebcdc3b
,,Inbound
,,,tcp,5432,sg-0ea27d74a53e0325d
,,Outbound
,,,All,All,0.0.0.0/0
TaniumDev-TaniumServerSG-S8I9272IOMD1-SecurityGroup-1U8YQC8AYD4GA,sg-0a3f61872963f5645
,,Inbound
,,,tcp,17472,0.0.0.0/0
,,,tcp,22,0.0.0.0/0
,,,tcp,8443,0.0.0.0/0
,,,tcp,443,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
SG-SS-ENDPOINT,sg-0a4a00e90999fda30
,,Inbound
,,,tcp,443,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
OnCommand Cloud Manager (for ONTAP Cloud)-3.3.0-AutogenByAWSMP-,sg-0a60bf70
,,Inbound
,,,tcp,80,10.0.0.0/8
,,,tcp,22,10.0.0.0/8
,,,tcp,443,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-PD-HTTPS,sg-0b01bd71
,,Inbound
,,,tcp,443,0.0.0.0/0
,,Outbound
,,,tcp,443,0.0.0.0/0
SG-SS-HTTPS,sg-0b0c8d30a5eb41ab9
,,Inbound
,,,tcp,443,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
AWOR-PDNETBRK01-DataBrokerSecurityGroup-16R1FORW2X5DQ,sg-0b1929d529a20eb76
,,Inbound
,,,All,All,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-SS-MGMT-CORESERVICES,sg-0b3fc01a77356d67f
,,Inbound
,,,udp,445,10.0.0.0/8
,,,udp,464,10.0.0.0/8
,,,tcp,464,10.0.0.0/8
,,,tcp,5722,10.0.0.0/8
,,,udp,139,10.0.0.0/8
,,,tcp,65535,10.0.0.0/8
,,,udp,389,10.0.0.0/8
,,,udp,53,10.0.0.0/8
,,,tcp,389,10.0.0.0/8
,,,udp,123,10.0.0.0/8
,,,tcp,445,10.0.0.0/8
,,,icmp,N/A,10.0.0.0/8
,,,tcp,3269,10.0.0.0/8
,,,tcp,65535,10.48.130.121/32
,,,tcp,88,10.0.0.0/8
,,,udp,162,10.48.130.121/32
,,,All,All,207.38.43.28/32
,,,tcp,139,10.0.0.0/8
,,,tcp,25,10.0.0.0/8
,,,tcp,1688,10.0.0.0/8
,,,udp,68,10.0.0.0/8
,,,tcp,636,10.0.0.0/8
,,,tcp,53,10.0.0.0/8
,,,udp,88,10.0.0.0/8
,,Outbound
,,,tcp,443,10.0.0.0/8
AWORFASCLS01-mediator-HAMediatorExternalSecurityGroup-TJYLDMAF3AMN,sg-0bb2373c8d8e24fe9
,,Inbound
,,,tcp,22,10.0.0.0/8
,,,tcp,3000,10.0.0.0/8
,,,icmp,N/A,10.0.0.0/8
,,Outbound
,,,tcp,65535,0.0.0.0/0
,,,udp,65535,0.0.0.0/0
TaniumDev-Database-1SYZ3TE8ZG7TV-SecurityGroup-1QHVDRALXDIQF,sg-0bf3b34c36ea8a49d
,,Inbound
,,,tcp,5432,sg-0a3f61872963f5645
,,Outbound
,,,All,All,0.0.0.0/0
SG-DC-secured,sg-0c0688dc8b77cbe3a
,,Inbound
,,,udp,445,10.0.0.0/8
,,,udp,138,10.0.0.0/8
,,,udp,464,10.0.0.0/8
,,,tcp,464,10.0.0.0/8
,,,tcp,5722,10.0.0.0/8
,,,tcp,65535,10.0.0.0/8
,,,udp,389,10.0.0.0/8
,,,udp,53,10.0.0.0/8
,,,tcp,389,10.0.0.0/8
,,,udp,123,10.0.0.0/8
,,,tcp,3389,10.57.2.158/32
,,,tcp,3389,10.57.23.205/32
,,,tcp,3389,10.57.27.49/32
,,,tcp,3389,10.57.8.184/32
,,,tcp,445,10.0.0.0/8
,,,icmp,N/A,10.0.0.0/8
,,,tcp,9389,10.0.0.0/8
,,,tcp,3268,10.0.0.0/8
,,,tcp,88,10.0.0.0/8
,,,tcp,135,10.0.0.0/8
,,,tcp,636,10.0.0.0/8
,,,tcp,3269,10.0.0.0/8
,,,tcp,53,10.0.0.0/8
,,,udp,88,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
default,sg-0c1239cdb668717ff
,,Inbound
,,,All,All,sg-0c1239cdb668717ff
,,Outbound
,,,All,All,0.0.0.0/0
SG-TS-MGMT-ALLOW_HTTP_FROMONPREM,sg-0c9d2276
,,Inbound
,,,tcp,80,10.0.0.0/11
,,,tcp,80,10.128.0.0/9
,,,tcp,80,10.32.0.0/12
,,,tcp,80,10.48.0.0/13
,,,tcp,80,10.56.0.0/16
,,,tcp,80,10.58.0.0/15
,,,tcp,80,10.60.0.0/14
,,,tcp,80,10.64.0.0/10
,,Outbound
SG-EQM-443,sg-0d47c512662b80137
,,Inbound
,,,tcp,443,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-PD-PLM-APP-ONPREM,sg-0d921874
,,Inbound
,,,All,All,10.0.0.0/11
,,,All,All,10.32.0.0/12
,,,All,All,10.48.0.0/13
,,,All,All,10.56.0.0/16
,,,All,All,10.58.0.0/15
,,,All,All,10.60.0.0/14
,,,All,All,10.64.0.0/10
,,,All,All,10.128.0.0/9
,,Outbound
,,,All,All,0.0.0.0/0
SG-TS-Trx-App,sg-0da1f56a
,,Inbound
,,,All,All,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
rds-launch-wizard,sg-0de4356b
,,Inbound
,,,tcp,1521,10.48.0.0/16
,,,tcp,1521,sg-7e3a5605
,,,icmp,N/A,10.0.0.0/8
,,Outbound
,,,tcp,1521,10.48.0.0/16
,,,tcp,1521,sg-7e3a5605
,,,All,All,0.0.0.0/0
,,,icmp,N/A,10.0.0.0/8
SG-DV-MGMT-ALLTRAFFIC-OUT,sg-0e254d68
,,Inbound
,,,tcp,8080,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
d-92672dcb70_workspacesMembers,sg-0e6c9e35890e1fce9
,,Inbound
,,Outbound
,,,All,All,0.0.0.0/0
Nothing,sg-0ea03a69
,,Inbound
,,,All,All,10.0.0.0/8
,,Outbound
TaniumProd-TaniumServerSG-1W9HRS8ZDXXKC-SecurityGroup-16XKD0B93PBG,sg-0ea27d74a53e0325d
,,Inbound
,,,tcp,17472,0.0.0.0/0
,,,tcp,22,0.0.0.0/0
,,,tcp,8443,0.0.0.0/0
,,,tcp,443,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
launch-wizard-29,sg-0ee0ff6e065e43110
,,Inbound
,,,tcp,22,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
OnCommand Cloud Manager -for Cloud Volumes ONTAP- formerly ONTAP Cloud--3-5-0-AutogenByAWSMP-,sg-0ee754e910df4a234
,,Inbound
,,,tcp,80,10.0.0.0/8
,,,tcp,22,10.0.0.0/8
,,,tcp,443,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
TaniumProd-TaniumModuleServerSG-15C0SX4V9NVQD-SecurityGroup-6RC621TWAVIA,sg-0f321993690156a5d
,,Inbound
,,,tcp,17444,0.0.0.0/0
,,,tcp,22,0.0.0.0/0
,,,tcp,17477,sg-0ea27d74a53e0325d
,,,tcp,17443,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
SG-PD-MGMT-ALLTRAFFIC-OUT,sg-0f3a5269
,,Inbound
,,Outbound
,,,All,All,0.0.0.0/0
SG-TS-VAI-Port_Access,sg-0f3a9d70
,,Inbound
,,,tcp,21,10.0.0.0/8
,,,udp,6767,10.0.0.0/8
,,,tcp,6767,10.0.0.0/8
,,,tcp,771,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-DV-TAP-APP,sg-0f5c9772
,,Inbound
,,,tcp,8888,10.0.0.0/8
,,,tcp,7777,10.0.0.0/8
,,,tcp,9300,10.0.0.0/8
,,,tcp,9200,10.0.0.0/8
,,,tcp,8081,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-SS-MGMT-TBIRDTEST-ALLOPEN,sg-0f724d69
,,Inbound
,,,All,All,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
SG-DV-EQM-WEB,sg-0fa27b9dabf33f7f9
,,Inbound
,,,tcp,443,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-SS-SSH,sg-0fbe8f22e93a200ba
,,Inbound
,,,tcp,22,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-TS-JDE-PROTECTED,sg-100b3776
,,Inbound
,,Outbound
SG-DV-JDE-DMZ,sg-120b3774
,,Inbound
,,Outbound
SG-SS-TIER-APP,sg-12292674
,,Inbound
,,,All,All,10.0.0.0/8
,,,All,All,0.0.0.0/0
,,,All,All,sg-12292674
,,Outbound
,,,All,All,10.0.0.0/8
,,,All,All,207.38.106.51/32
,,,All,All,sg-12292674
default,sg-126dd875
,,Inbound
,,,All,All,sg-126dd875
,,Outbound
,,,All,All,0.0.0.0/0
SG-TS-JDE-PRIVATE,sg-130b3775
,,Inbound
,,Outbound
SG-MGMT-PAN-MGMT,sg-131e6d75
,,Inbound
,,,tcp,443,10.0.0.0/11
,,,tcp,443,10.32.0.0/12
,,,tcp,443,10.48.0.0/13
,,,tcp,443,10.56.0.0/16
,,,tcp,443,10.58.0.0/15
,,,tcp,443,10.60.0.0/14
,,,tcp,443,10.64.0.0/10
,,,tcp,443,10.128.0.0/9
,,,tcp,443,207.38.43.30/32
,,Outbound
,,,All,All,0.0.0.0/0
SG-Test-Chemstation-temp-test,sg-14112d6f
,,Inbound
,,,All,All,sg-14112d6f
,,Outbound
,,,All,All,0.0.0.0/0
SG-ELS-Default,sg-14c11f72
,,Inbound
,,,All,All,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-Irvine902,sg-15b6e66c
,,Inbound
,,,tcp,4084,0.0.0.0/0
,,,udp,4084,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
SG-DV-JDE-PROTECTED,sg-170b3771
,,Inbound
,,Outbound
VM-Series Next-Generation Firewall Bundle 2-PAN-OS 7-1-0-AutogenByAWSMP-,sg-17522371
,,Inbound
,,,tcp,22,0.0.0.0/0
,,,tcp,443,0.0.0.0/0
,,Outbound
,,,All,All,0.0.0.0/0
SG-TS-QMS-BUBBLE-TEMP,sg-1767066e
,,Inbound
,,,All,All,10.57.134.34/32
,,,All,All,sg-1767066e
,,,tcp,3389,10.0.0.0/8
,,Outbound
,,,All,All,10.57.134.34/32
,,,All,All,sg-1767066e
launch-wizard-24,sg-1774fc6a
,,Inbound
,,,tcp,80,0.0.0.0/0
,,,tcp,80,::/0
,,,tcp,22,0.0.0.0/0
,,,tcp,443,0.0.0.0/0
,,,tcp,443,::/0
,,Outbound
,,,All,All,0.0.0.0/0
SG-PD-MGMT-ALLOW_HTTP_FROMONPREM,sg-179d226d
,,Inbound
,,,tcp,80,10.0.0.0/11
,,,tcp,80,10.128.0.0/9
,,,tcp,80,10.32.0.0/12
,,,tcp,80,10.48.0.0/13
,,,tcp,80,10.56.0.0/16
,,,tcp,80,10.58.0.0/15
,,,tcp,80,10.60.0.0/14
,,,tcp,80,10.64.0.0/10
,,Outbound
SG-DV-Informatica-App,sg-18495f61
,,Inbound
,,,All,All,sg-18495f61
,,,tcp,6109,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-SS-JDE-PRIVATE,sg-190b377f
,,Inbound
,,Outbound
SG-SB-MGMT-BLOCKALL,sg-1917e960
,,Inbound
,,Outbound
SG-MES-Web,sg-1984c97e
,,Inbound
,,,All,All,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-PD-OLB-Allow-ALL,sg-19e70d63
,,Inbound
,,,All,All,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
SG-PLM-App,sg-1a27727d
,,Inbound
,,,All,All,10.0.0.0/8
,,Outbound
,,,All,All,0.0.0.0/0
sg ts mim,sg-1a357c64
,,Inbound
,,,tcp,443,10.57.120.16/32
,,Outbound
,,,All,All,0.0.0.0/0
SG-PD-JDE-DMZ,sg-1b0b377d
,,Inbound
,,Outbound
SG-DV-MGMT-WSMAN,sg-1b893866
,,Inbound
,,,tcp,5986,10.0.0.0/8
,,,tcp,5985,10.0.0.0/8
,,Outbound
